Year,State,Frequency
1970-01-01 00:00:00.000002020,OR,162995.0
1970-01-01 00:00:00.000002020,PA,587499.0
1970-01-01 00:00:00.000002020,RI,44749.0
1970-01-01 00:00:00.000002020,SC,241246.0
1970-01-01 00:00:00.000002020,SD,39939.0
1970-01-01 00:00:00.000002020,TN,344972.0
1970-01-01 00:00:00.000002020,TX,1023718.0
1970-01-01 00:00:00.000002020,US,4438577.0
1970-01-01 00:00:00.000002020,UT,80484.0
1970-01-01 00:00:00.000002020,VA,299814.0
1970-01-01 00:00:00.000002020,VT,27974.0
1970-01-01 00:00:00.000002020,WA,251008.0
1970-01-01 00:00:00.000002020,WI,251128.0
1970-01-01 00:00:00.000002020,WV,105686.0
1970-01-01 00:00:00.000002020,WY,24319.0
1971-01-01 00:00:00.000002020,AK,19036.578656789847
1971-01-01 00:00:00.000002020,AL,250895.19057267363
1971-01-01 00:00:00.000002020,AR,164845.1332121801
1971-01-01 00:00:00.000002020,AZ,279640.1597380486
1971-01-01 00:00:00.000002020,CA,1322016.9663353756
1971-01-01 00:00:00.000002020,CO,188167.9250545924
1971-01-01 00:00:00.000002020,CT,128574.61524566065
1971-01-01 00:00:00.000002020,DC,23861.739113108313
1971-01-01 00:00:00.000002020,DE,42353.750302223496
1971-01-01 00:00:00.000002020,FL,977562.0781718788
1971-01-01 00:00:00.000002020,GA,399470.24647119705
1971-01-01 00:00:00.000002020,HI,46187.53566038547
1971-01-01 00:00:00.000002020,IA,147167.17864079928
1971-01-01 00:00:00.000002020,ID,66074.14939471889
1971-01-01 00:00:00.000002020,IL,502525.29379938974
1971-01-01 00:00:00.000002020,IN,325105.11781400203
1971-01-01 00:00:00.000002020,KS,124444.01672559178
1971-01-01 00:00:00.000002020,KY,244737.1722661908
1971-01-01 00:00:00.000002020,LA,213111.63263845124
1971-01-01 00:00:00.000002020,MA,223398.67689391624
1971-01-01 00:00:00.000002020,MD,239824.40901331755
1971-01-01 00:00:00.000002020,ME,58388.72184256045
1971-01-01 00:00:00.000002020,MI,489280.5602680155
1971-01-01 00:00:00.000002020,MN,204933.4027845983
1971-01-01 00:00:00.000002020,MO,283290.52977773274
1971-01-01 00:00:00.000002020,MS,178399.2887847565
1971-01-01 00:00:00.000002020,MT,48460.11066749779
1971-01-01 00:00:00.000002020,NC,423505.57275319553
1971-01-01 00:00:00.000002020,ND,29644.321436953953
1971-01-01 00:00:00.000002020,NE,78304.24272689749
1971-01-01 00:00:00.000002020,NH,51880.22397804694
1971-01-01 00:00:00.000002020,NJ,334410.2108976539
1971-01-01 00:00:00.000002020,NM,90252.65720028053
1971-01-01 00:00:00.000002020,NV,130602.4327890265
1971-01-01 00:00:00.000002020,NY,779157.8493918653
1971-01-01 00:00:00.000002020,OH,558507.6413248084
1971-01-01 00:00:00.000002020,OK,227853.46037362516
1971-01-01 00:00:00.000002020,OR,166145.46883869774
1971-01-01 00:00:00.000002020,PA,589375.504046522
1971-01-01 00:00:00.000002020,RI,44789.886535326965
1971-01-01 00:00:00.000002020,SC,240869.4688238885
1971-01-01 00:00:00.000002020,SD,40101.18909622675
1971-01-01 00:00:00.000002020,TN,340494.22270700376
1971-01-01 00:00:00.000002020,TX,1052396.2203214979
1971-01-01 00:00:00.000002020,US,4525674.120478621
1971-01-01 00:00:00.000002020,UT,83246.13598683044
1971-01-01 00:00:00.000002020,VA,305720.1517541987
1971-01-01 00:00:00.000002020,VT,28428.235583226284
1971-01-01 00:00:00.000002020,WA,251598.76374853723
1971-01-01 00:00:00.000002020,WI,256364.64760262938
1971-01-01 00:00:00.000002020,WV,104162.02875176039
1971-01-01 00:00:00.000002020,WY,23563.255274503517
